,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,refseq,symbol,product
38,BLLJ_RS11220,116.9493288,0.888691907,0.161053183,5.518002766,3.43E-08,1.99E-07,NA,NA,hypothetical protein
990,BLLJ_RS05130,286.9397068,0.887211358,0.132430734,6.699436967,2.09E-11,1.61E-10,NA,NA,restriction endonuclease subunit S
1548,BLLJ_RS11190,173.4031796,0.877502647,0.145784825,6.019163157,1.75E-09,1.17E-08,WP_007055673.1,WP_007055673.1,hypothetical protein
1132,BLLJ_RS05875,974.4384604,0.871848063,0.086535273,10.07505999,7.12E-24,1.14E-22,WP_007054319.1,WP_007054319.1,substrate-binding domain-containing protein
121,BLLJ_RS00625,2134.394988,0.87108839,0.166039839,5.246261339,1.55E-07,8.11E-07,WP_007051640.1,dnaK,molecular chaperone DnaK
139,BLLJ_RS00715,566.9468304,0.870237621,0.151239646,5.754031059,8.71E-09,5.45E-08,WP_013582333.1,WP_013582333.1,TetR/AcrR family transcriptional regulator
1570,BLLJ_RS08130,203.5484414,0.869639791,0.106910619,8.134269562,4.14E-16,4.30E-15,WP_010081417.1,folP,dihydropteroate synthase
1589,BLLJ_RS08240,370.3011528,0.865018081,0.154821532,5.587194933,2.31E-08,1.37E-07,WP_014485141.1,WP_014485141.1,dihydrofolate reductase
1202,BLLJ_RS06245,227.4099296,0.86196363,0.11445976,7.530713229,5.05E-14,4.66E-13,WP_007055251.1,WP_007055251.1,RsmD family RNA methyltransferase
424,BLLJ_RS02195,426.7919298,0.856359176,0.081832774,10.46474571,1.25E-25,2.14E-24,WP_015713367.1,WP_015713367.1,DNA polymerase III subunit epsilon
123,BLLJ_RS00635,534.7735643,0.855057258,0.1829408,4.673956052,2.95E-06,1.31E-05,WP_007051638.1,WP_007051638.1,DnaJ domain-containing protein
736,BLLJ_RS11120,533.8866977,0.853398558,0.096232854,8.868058298,7.44E-19,9.08E-18,WP_003829239.1,WP_003829239.1,hypothetical protein
74,BLLJ_RS00380,37.92605279,0.850431831,0.230457163,3.69019483,0.000224082,0.000702489,WP_007056833.1,WP_007056833.1,DUF2156 domain-containing protein
122,BLLJ_RS00630,694.6375034,0.84375736,0.166158074,5.078040071,3.81E-07,1.89E-06,WP_007055523.1,grpE,nucleotide exchange factor GrpE
1444,BLLJ_RS07485,1568.090738,0.838628197,0.083714908,10.0176685,1.27E-23,2.01E-22,WP_007053185.1,WP_007053185.1,LytR C-terminal domain-containing protein
1149,BLLJ_RS05975,304.9334299,0.835592844,0.143988951,5.803173347,6.51E-09,4.13E-08,WP_008783276.1,WP_008783276.1,hypothetical protein
1364,BLLJ_RS07080,240.2016292,0.833663861,0.12716813,6.555603699,5.54E-11,4.06E-10,WP_007058670.1,WP_007058670.1,amino acid ABC transporter permease
735,BLLJ_RS03795,1373.260633,0.833487045,0.08413987,9.905970156,3.92E-23,6.05E-22,WP_007052133.1,WP_007052133.1,DUF948 domain-containing protein
557,BLLJ_RS02865,265.8649424,0.812120265,0.09982249,8.135644252,4.10E-16,4.27E-15,WP_019727955.1,argB,acetylglutamate kinase
905,BLLJ_RS11035,1.127709899,0.811866955,1.254260342,0.647287431,0.517445935,0.595248068,NA,NA,hypothetical protein
686,BLLJ_RS03545,288.3122789,0.801755222,0.116767451,6.8662561,6.59E-12,5.25E-11,WP_015713440.1,WP_015713440.1,pyridoxamine kinase
1493,BLLJ_RS07725,199.6188408,0.801094488,0.124211591,6.449434252,1.12E-10,8.08E-10,WP_003833324.1,WP_003833324.1,cellulase family glycosylhydrolase
1490,BLLJ_RS07710,264.874999,0.800782305,0.110999431,7.214291962,5.42E-13,4.65E-12,WP_007053920.1,WP_007053920.1,ABC transporter ATP-binding protein/permease
299,BLLJ_RS01560,242.1209421,0.7998886,0.11190722,7.147783692,8.82E-13,7.46E-12,WP_013140225.1,WP_013140225.1,LemA family protein
7,BLLJ_RS00035,1390.864672,0.799750523,0.078214399,10.22510598,1.53E-24,2.48E-23,WP_013139952.1,WP_013139952.1,DUF3566 domain-containing protein
477,BLLJ_RS02455,592.8268283,0.799737701,0.088442517,9.042457461,1.53E-19,1.97E-18,WP_011068307.1,WP_011068307.1,1-deoxy-D-xylulose-5-phosphate synthase
991,BLLJ_RS05135,1051.703688,0.79890727,0.092019068,8.681975264,3.89E-18,4.52E-17,NA,NA,N-6 DNA methylase
1247,BLLJ_RS06465,320.7706919,0.795537681,0.117890026,6.748133887,1.50E-11,1.16E-10,WP_007052568.1,WP_007052568.1,ABC transporter ATP-binding protein
692,BLLJ_RS03575,501.6251647,0.791835339,0.129778427,6.10144039,1.05E-09,7.04E-09,WP_008783011.1,WP_008783011.1,alpha/beta fold hydrolase
688,BLLJ_RS03555,650.8334434,0.789709205,0.15318036,5.155420755,2.53E-07,1.28E-06,WP_008783015.1,WP_008783015.1,ABC transporter ATP-binding protein
1491,BLLJ_RS07715,294.7285531,0.78483581,0.131935807,5.948618708,2.70E-09,1.77E-08,WP_014485428.1,WP_014485428.1,MarR family transcriptional regulator
1124,BLLJ_RS05835,1453.232145,0.780753929,0.118318007,6.598775179,4.15E-11,3.07E-10,WP_013140813.1,pyrH,UMP kinase
1067,BLLJ_RS05525,4207.37623,0.776043858,0.091163679,8.512643065,1.70E-17,1.91E-16,WP_007055741.1,WP_007055741.1,UTP--glucose-1-phosphate uridylyltransferase
1350,BLLJ_RS07010,1264.255098,0.775293529,0.077900023,9.952417154,2.46E-23,3.86E-22,WP_007053286.1,WP_007053286.1,PHP domain-containing protein
201,BLLJ_RS01040,314.6754084,0.76400618,0.092418611,8.266800077,1.38E-16,1.48E-15,WP_012472029.1,dnaB,replicative DNA helicase
1611,BLLJ_RS08355,10351.77504,0.76216206,0.143762772,5.301525886,1.15E-07,6.15E-07,WP_003829954.1,galE,UDP-glucose 4-epimerase GalE
1123,BLLJ_RS05830,2888.203772,0.761597713,0.129121673,5.898294968,3.67E-09,2.37E-08,WP_003829479.1,frr,ribosome recycling factor
1362,BLLJ_RS07070,1675.417034,0.760990424,0.114527267,6.644622198,3.04E-11,2.30E-10,WP_007053274.1,WP_007053274.1,cysteine ABC transporter substrate-binding protein
364,BLLJ_RS01905,1473.930676,0.758984867,0.096111228,7.896942796,2.86E-15,2.89E-14,WP_008783641.1,WP_008783641.1,glycosyltransferase
1525,BLLJ_RS07890,682.9824101,0.753989811,0.096788593,7.790068931,6.70E-15,6.49E-14,WP_007052458.1,WP_007052458.1,peptidase M13
1409,BLLJ_RS07305,7410.175823,0.749574146,0.191643813,3.911287997,9.18E-05,0.000313275,WP_007053223.1,WP_007053223.1,sugar ABC transporter ATP-binding protein
363,BLLJ_RS01900,894.1590826,0.749477281,0.104129375,7.197558608,6.13E-13,5.23E-12,WP_007051361.1,WP_007051361.1,glycosyltransferase family 4 protein
1354,BLLJ_RS07030,322.7583055,0.745326942,0.098246842,7.586268736,3.29E-14,3.13E-13,WP_013410436.1,WP_013410436.1,patatin family protein
300,BLLJ_RS01565,318.82633,0.741146838,0.098671582,7.511249169,5.86E-14,5.35E-13,WP_007057718.1,WP_007057718.1,DUF2207 domain-containing protein
1195,BLLJ_RS06210,339.9523323,0.738009217,0.102949395,7.168660051,7.57E-13,6.43E-12,WP_007052627.1,WP_007052627.1,GNAT family N-acetyltransferase
690,BLLJ_RS03565,328.0563831,0.737597439,0.132939504,5.548369131,2.88E-08,1.68E-07,WP_012471914.1,WP_012471914.1,response regulator transcription factor
1855,BLLJ_RS09605,591.7414273,0.734426955,0.081281323,9.035617661,1.63E-19,2.08E-18,WP_007052969.1,WP_007052969.1,DUF4235 domain-containing protein
455,BLLJ_RS02345,432.61263,0.7344074,0.093220229,7.878197732,3.32E-15,3.32E-14,WP_012578274.1,recQ,DNA helicase RecQ
55,BLLJ_RS00285,655.9354068,0.732589952,0.105704919,6.930519009,4.19E-12,3.38E-11,WP_007058011.1,WP_007058011.1,glutamine amidotransferase
1600,BLLJ_RS08295,18796.72478,0.730426778,0.131122724,5.570558302,2.54E-08,1.49E-07,WP_016637372.1,WP_016637372.1,phosphoglyceromutase
2,BLLJ_RS00010,1183.721218,0.730097188,0.108942086,6.701700064,2.06E-11,1.59E-10,WP_007051765.1,dnaN,DNA polymerase III subunit beta
1341,BLLJ_RS06960,424.5067802,0.722518003,0.080265875,9.001558938,2.23E-19,2.82E-18,WP_008782655.1,ispG,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
1506,BLLJ_RS07790,315.030187,0.715062901,0.12060669,5.928882564,3.05E-09,1.98E-08,WP_013410691.1,WP_013410691.1,exodeoxyribonuclease VII small subunit
1176,BLLJ_RS11335,10.51655466,0.714237004,0.368857701,1.936348361,0.05282505,0.08957493,NA,NA,transposase
1910,BLLJ_RS09905,973.6959503,0.713583776,0.125353984,5.692549634,1.25E-08,7.71E-08,WP_015439364.1,WP_015439364.1,DSBA oxidoreductase
1243,BLLJ_RS06445,559.3947931,0.70584096,0.07622222,9.26030446,2.04E-20,2.73E-19,WP_007052575.1,WP_007052575.1,bifunctional folylpolyglutamate synthase/dihydrofolate synthase
1438,BLLJ_RS07455,972.2603726,0.705653748,0.145963456,4.834454936,1.34E-06,6.25E-06,WP_013410836.1,WP_013410836.1,HAMP domain-containing histidine kinase
1445,BLLJ_RS07490,267.5564267,0.703707974,0.10040186,7.008913751,2.40E-12,1.97E-11,WP_007058133.1,WP_007058133.1,uracil-DNA glycosylase
1829,BLLJ_RS09475,201.774101,0.699702509,0.143355509,4.880890271,1.06E-06,5.02E-06,WP_012472098.1,WP_012472098.1,FAD:protein FMN transferase
440,BLLJ_RS02270,1742.528425,0.696068386,0.105359007,6.60663391,3.93E-11,2.93E-10,WP_013582423.1,WP_013582423.1,beta-galactosidase
1486,BLLJ_RS07690,18295.00134,0.695811628,0.193744154,3.591394179,0.000328914,0.00098623,WP_003830214.1,rihC,ribonucleoside hydrolase RihC
818,BLLJ_RS04200,2183.349138,0.694234866,0.075391487,9.208398663,3.31E-20,4.37E-19,WP_011068132.1,WP_011068132.1,bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
1177,BLLJ_RS06120,1764.459412,0.692482969,0.079020571,8.763325323,1.90E-18,2.27E-17,WP_013410781.1,secA,preprotein translocase subunit SecA
1555,BLLJ_RS08050,111.4883594,0.689594048,0.127073233,5.426745138,5.74E-08,3.22E-07,WP_003830078.1,WP_003830078.1,peptide deformylase
1487,BLLJ_RS07695,9712.22133,0.688664193,0.1921851,3.583338104,0.000339231,0.001010877,WP_007052499.1,WP_007052499.1,GNAT family N-acetyltransferase
485,BLLJ_RS02495,301.9294004,0.687736848,0.141479417,4.861038191,1.17E-06,5.52E-06,WP_015512324.1,WP_015512324.1,aldehyde dehydrogenase family protein
1707,BLLJ_RS08845,133.4501747,0.685321245,0.144196201,4.752699717,2.01E-06,9.13E-06,WP_013141330.1,WP_013141330.1,hypothetical protein
1117,BLLJ_RS05800,383.0296068,0.684143061,0.130332226,5.249224102,1.53E-07,8.00E-07,WP_003829468.1,trpE,anthranilate synthase component I
737,BLLJ_RS03805,877.2483676,0.678247907,0.128173545,5.291637256,1.21E-07,6.44E-07,WP_007053385.1,alaS,alanine--tRNA ligase
1920,BLLJ_RS09960,697.3178704,0.677996139,0.109451281,6.194501661,5.85E-10,3.98E-09,WP_013410505.1,WP_013410505.1,thioredoxin-disulfide reductase
188,BLLJ_RS00970,976.4499896,0.676936503,0.110071752,6.149956652,7.75E-10,5.22E-09,WP_007051574.1,WP_007051574.1,putative ABC transporter permease
699,BLLJ_RS03615,136.01631,0.67662169,0.15077109,4.487741579,7.20E-06,3.00E-05,WP_013582520.1,WP_013582520.1,transcriptional regulator
124,BLLJ_RS00640,214.5307571,0.676012133,0.171327268,3.945735787,7.96E-05,0.000273898,WP_007051637.1,WP_007051637.1,helix-turn-helix transcriptional regulator
1238,BLLJ_RS06420,169.7919173,0.674533829,0.153790084,4.38606842,1.15E-05,4.67E-05,WP_007054435.1,WP_007054435.1,hypothetical protein
605,BLLJ_RS03105,864.3735442,0.673214103,0.085638199,7.861142679,3.81E-15,3.76E-14,WP_007057370.1,WP_007057370.1,hemolysin III family protein
430,BLLJ_RS02225,967.7666215,0.671856251,0.101170218,6.640850094,3.12E-11,2.35E-10,WP_008783150.1,WP_008783150.1,ABC transporter substrate-binding protein
1816,BLLJ_RS09400,140.6797713,0.671623358,0.130773027,5.135794223,2.81E-07,1.41E-06,WP_007052919.1,WP_007052919.1,ABC transporter ATP-binding protein/permease
1523,BLLJ_RS07880,810.4083478,0.664550733,0.09553689,6.955959422,3.50E-12,2.84E-11,WP_015713817.1,map,type I methionyl aminopeptidase
59,BLLJ_RS00305,430.5828845,0.657894997,0.092943821,7.07841569,1.46E-12,1.22E-11,WP_007054537.1,WP_007054537.1,FtsW/RodA/SpoVE family cell cycle protein
1127,BLLJ_RS05850,334.0548486,0.655826441,0.138521316,4.734480298,2.20E-06,9.96E-06,WP_007052751.1,def,peptide deformylase
422,BLLJ_RS02185,981.010871,0.655787326,0.121538455,5.395718794,6.82E-08,3.80E-07,WP_015713366.1,glmM,phosphoglucosamine mutase
77,BLLJ_RS00390,392.9366676,0.655506122,0.14185385,4.620996361,3.82E-06,1.67E-05,WP_007055924.1,WP_007055924.1,DEAD/DEAH box helicase
863,BLLJ_RS04430,481.1683289,0.655199701,0.112167645,5.841253987,5.18E-09,3.32E-08,WP_007052284.1,lgt,prolipoprotein diacylglyceryl transferase
498,BLLJ_RS02560,66.47990785,0.653476726,0.190874864,3.42358712,0.000618004,0.001738796,WP_008783580.1,WP_008783580.1,LysR family transcriptional regulator
1410,BLLJ_RS07310,49914.47327,0.651307736,0.185642888,3.508390445,0.000450827,0.001299244,WP_007055612.1,WP_007055612.1,ABC transporter substrate-binding protein
642,BLLJ_RS03305,1807.117828,0.647335882,0.114306541,5.663156967,1.49E-08,9.04E-08,WP_016463131.1,pta,phosphate acetyltransferase
1165,BLLJ_RS06055,232.7348749,0.647313185,0.102636377,6.306859248,2.85E-10,1.98E-09,WP_003831735.1,WP_003831735.1,ribokinase
362,BLLJ_RS01895,2815.067431,0.643605103,0.07905457,8.141276358,3.91E-16,4.10E-15,WP_007051362.1,WP_007051362.1,polysaccharide biosynthesis tyrosine autokinase
244,BLLJ_RS01265,5806.161503,0.640505129,0.133364943,4.802649883,1.57E-06,7.27E-06,WP_004223253.1,WP_004223253.1,inorganic diphosphatase
812,BLLJ_RS04170,167.761674,0.63450014,0.118503937,5.354253668,8.59E-08,4.69E-07,WP_007056256.1,WP_007056256.1,dienelactone hydrolase family protein
60,BLLJ_RS00310,506.8866603,0.633507874,0.118175507,5.36073752,8.29E-08,4.54E-07,WP_014485974.1,WP_014485974.1,protein phosphatase 2C domain-containing protein
1413,BLLJ_RS07325,346.6323512,0.629244199,0.115397386,5.452846189,4.96E-08,2.79E-07,WP_012471754.1,WP_012471754.1,response regulator transcription factor
1114,BLLJ_RS05785,1124.899873,0.629167922,0.104283274,6.033258211,1.61E-09,1.07E-08,WP_007054307.1,WP_007054307.1,SDR family NAD(P)-dependent oxidoreductase
1567,BLLJ_RS08115,1206.510255,0.628484658,0.073780912,8.518255434,1.62E-17,1.83E-16,WP_007052384.1,WP_007052384.1,thioesterase family protein
354,BLLJ_RS01855,696.5731249,0.628446575,0.135636592,4.633311436,3.60E-06,1.58E-05,WP_015438445.1,WP_015438445.1,aldo/keto reductase
423,BLLJ_RS02190,530.2742756,0.626828167,0.112091485,5.592112239,2.24E-08,1.33E-07,WP_013582414.1,WP_013582414.1,peptide deformylase
1181,BLLJ_RS06140,58.98244568,0.626803497,0.176360429,3.554105078,0.000379268,0.001118086,WP_015713712.1,WP_015713712.1,DUF3046 domain-containing protein
434,BLLJ_RS02245,1324.535986,0.626604375,0.085337165,7.342690303,2.09E-13,1.87E-12,WP_013582420.1,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing)
1201,BLLJ_RS06240,71.13948743,0.625358796,0.184520304,3.389105594,0.00070121,0.001950841,WP_007055252.1,WP_007055252.1,hypothetical protein
545,BLLJ_RS02805,328.6091817,0.625136217,0.132478578,4.718772078,2.37E-06,1.07E-05,WP_013140444.1,WP_013140444.1,FAD-dependent oxidoreductase
1450,BLLJ_RS07515,129.823041,0.618941544,0.159069402,3.891015712,9.98E-05,0.000338844,WP_013141130.1,WP_013141130.1,VWA domain-containing protein
678,BLLJ_RS03505,645.4460017,0.618086969,0.10291903,6.005565427,1.91E-09,1.26E-08,WP_007057017.1,WP_007057017.1,Na+/H+ antiporter NhaA
1062,BLLJ_RS05500,262.2379696,0.618083485,0.13111058,4.714215171,2.43E-06,1.09E-05,WP_007052873.1,WP_007052873.1,HAD family hydrolase
677,BLLJ_RS03490,1137.828827,0.613932918,0.075578765,8.123087473,4.54E-16,4.69E-15,WP_007053434.1,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX
762,BLLJ_RS03935,359.3178709,0.613081753,0.114582774,5.350557781,8.77E-08,4.78E-07,WP_015713460.1,WP_015713460.1,NAD(P) transhydrogenase subunit alpha
612,BLLJ_RS03145,1219.502561,0.610015643,0.079177739,7.704383176,1.31E-14,1.27E-13,WP_008782794.1,WP_008782794.1,membrane protein
1505,BLLJ_RS07785,952.5234331,0.608950563,0.10144557,6.002731938,1.94E-09,1.28E-08,WP_007053905.1,xseA,exodeoxyribonuclease VII large subunit
689,BLLJ_RS03560,1958.769474,0.606630862,0.13008762,4.663248216,3.11E-06,1.38E-05,WP_007052072.1,WP_007052072.1,FtsX-like permease family protein
368,BLLJ_RS01920,380.2167167,0.603238682,0.183794635,3.28213434,0.001030245,0.002735968,NA,NA,O-antigen ligase family protein
1725,BLLJ_RS08935,1866.262681,0.602512608,0.07258962,8.300258477,1.04E-16,1.13E-15,WP_007056690.1,WP_007056690.1,type I polyketide synthase
203,BLLJ_RS01050,205.7590512,0.601399419,0.136424673,4.408289257,1.04E-05,4.24E-05,WP_015713252.1,WP_015713252.1,glutamine amidotransferase
1199,BLLJ_RS06230,620.5431853,0.600738135,0.083217532,7.218889097,5.24E-13,4.51E-12,WP_019727479.1,acnA,aconitate hydratase AcnA
1592,BLLJ_RS08255,21207.66874,0.597107301,0.151213802,3.948761904,7.86E-05,0.000270942,WP_014484218.1,WP_014484218.1,universal stress protein
272,BLLJ_RS01410,507.0575878,0.596327866,0.105666711,5.643479039,1.67E-08,1.01E-07,WP_010081708.1,WP_010081708.1,mechanosensitive ion channel
319,BLLJ_RS01660,1196.33562,0.594165513,0.135354513,4.389698576,1.14E-05,4.61E-05,WP_013140249.1,WP_013140249.1,cell division protein
1121,BLLJ_RS05820,1561.411077,0.593227279,0.129407595,4.584176687,4.56E-06,1.96E-05,WP_011068098.1,rlmN,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
1224,BLLJ_RS06355,896.1923089,0.589731618,0.090545545,6.51309367,7.36E-11,5.36E-10,WP_015438945.1,WP_015438945.1,AAA family ATPase
668,BLLJ_RS03445,20311.47457,0.585222665,0.083973991,6.969094329,3.19E-12,2.59E-11,WP_013582507.1,pflB,formate C-acetyltransferase
1312,BLLJ_RS06820,121.3961272,0.585040859,0.160462346,3.645969757,0.000266385,0.000812152,WP_007054075.1,WP_007054075.1,WYL domain-containing protein
1918,BLLJ_RS09950,571.2416703,0.58243811,0.116423336,5.002760876,5.65E-07,2.78E-06,WP_007051788.1,WP_007051788.1,murein biosynthesis integral membrane protein MurJ
1871,BLLJ_RS09710,364.8668754,0.581383837,0.136084464,4.272227866,1.94E-05,7.48E-05,WP_007054609.1,WP_007054609.1,extracellular solute-binding protein
827,BLLJ_RS04240,358.5592861,0.580940736,0.129668237,4.480208476,7.46E-06,3.09E-05,WP_013410900.1,WP_013410900.1,DUF2974 domain-containing protein
205,BLLJ_RS01060,1579.661989,0.580092538,0.093777542,6.185836487,6.18E-10,4.18E-09,WP_007054732.1,WP_007054732.1,AarF/UbiB family protein
853,BLLJ_RS04380,43.03346583,0.576637197,0.178784137,3.225326409,0.001258291,0.003291703,WP_007055767.1,WP_007055767.1,GNAT family N-acetyltransferase
78,BLLJ_RS00395,108.1022753,0.57644809,0.151035595,3.816637333,0.000135283,0.000444336,WP_003832522.1,WP_003832522.1,(deoxy)nucleoside triphosphate pyrophosphohydrolase
1231,BLLJ_RS11165,26.0194102,0.575623499,0.239576911,2.402666836,0.016276008,0.032927748,NA,NA,hypothetical protein
764,BLLJ_RS03945,436.110612,0.575514942,0.129449893,4.44585105,8.75E-06,3.60E-05,WP_012577894.1,WP_012577894.1,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta
1122,BLLJ_RS05825,2647.434105,0.574026966,0.099588767,5.763973002,8.22E-09,5.16E-08,WP_007052757.1,WP_007052757.1,phosphatidate cytidylyltransferase
786,BLLJ_RS04055,1156.234066,0.573451032,0.1004584,5.7083433,1.14E-08,7.05E-08,WP_015438773.1,WP_015438773.1,membrane protein
388,BLLJ_RS02015,520.7090718,0.573386494,0.132167362,4.338336529,1.44E-05,5.68E-05,WP_015438492.1,WP_015438492.1,3-isopropylmalate dehydrogenase
1446,BLLJ_RS07495,228.4341407,0.572005022,0.107538223,5.319085664,1.04E-07,5.65E-07,WP_003832973.1,WP_003832973.1,MoxR family ATPase
1889,BLLJ_RS09795,758.1151316,0.570535222,0.104166324,5.477156131,4.32E-08,2.45E-07,WP_013583026.1,WP_013583026.1,alpha/beta hydrolase
1532,BLLJ_RS07930,599.8486781,0.569643661,0.097689399,5.831171692,5.50E-09,3.50E-08,WP_013141203.1,orn,oligoribonuclease
560,BLLJ_RS02880,113.4502691,0.567591813,0.17995949,3.153997682,0.001610504,0.004101785,WP_015512308.1,argR,arginine repressor
1531,BLLJ_RS07925,237.471477,0.564079713,0.153207625,3.681799205,0.000231594,0.000721345,WP_013141202.1,WP_013141202.1,PIF1 family ATP-dependent DNA helicase
1753,BLLJ_RS09095,64.82466871,0.558966406,0.179071033,3.121478651,0.001799453,0.004511502,WP_014485297.1,WP_014485297.1,TetR/AcrR family transcriptional regulator
763,BLLJ_RS03940,70.1085946,0.555571811,0.177305865,3.133409101,0.001727884,0.00436042,WP_003829267.1,WP_003829267.1,NAD(P) transhydrogenase subunit alpha
150,BLLJ_RS00760,395.4299304,0.554500825,0.093741005,5.915242986,3.31E-09,2.14E-08,WP_010081358.1,WP_010081358.1,metallophosphoesterase family protein
81,BLLJ_RS00410,737.4012201,0.55327111,0.104818472,5.278374144,1.30E-07,6.90E-07,WP_016462052.1,WP_016462052.1,hemolysin III family protein
801,BLLJ_RS04115,239.1694687,0.552852199,0.131074634,4.217842795,2.47E-05,9.31E-05,WP_007056186.1,WP_007056186.1,ADP-ribosylglycohydrolase family protein
1466,BLLJ_RS07600,540.2967091,0.550984683,0.086936084,6.337813454,2.33E-10,1.63E-09,WP_015439054.1,WP_015439054.1,primosomal protein N'
231,BLLJ_RS01200,2048.50459,0.550965232,0.102496457,5.375456374,7.64E-08,4.23E-07,WP_013140155.1,WP_013140155.1,GNAT family N-acetyltransferase
637,BLLJ_RS03275,4197.768693,0.550302917,0.097173007,5.663125346,1.49E-08,9.04E-08,WP_015713423.1,glgX,glycogen debranching protein GlgX
1439,BLLJ_RS07460,1559.155383,0.54695773,0.144772621,3.778046764,0.000158063,0.000510462,WP_012577089.1,WP_012577089.1,response regulator transcription factor
